url,type_id,parent_url,target_keyword,menu_location,source_intake_field,booking_type
/ppc-management-services/google-ads-management/,SVC-CHILD,/ppc-management-services/,Google Ads management,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/google-local-services-ads/,SVC-CHILD,/ppc-management-services/,Google Local Services Ads,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/ppc-landing-page-optimization/,SVC-CHILD,/ppc-management-services/,PPC landing page optimization,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/remarketing-campaign-management/,SVC-CHILD,/ppc-management-services/,remarketing campaign management,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/shopping-ads-management/,SVC-CHILD,/ppc-management-services/,Shopping ads management,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/ppc-keyword-research/,SVC-CHILD,/ppc-management-services/,PPC keyword research,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/ad-copywriting-services/,SVC-CHILD,/ppc-management-services/,ad copywriting services,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/ppc-audit-services/,SVC-CHILD,/ppc-management-services/,PPC audit services,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/display-advertising-management/,SVC-CHILD,/ppc-management-services/,display advertising management,Services menu > hub grid,B row,Request for Proposal
/ppc-management-services/youtube-ads-management/,SVC-CHILD,/ppc-management-services/,YouTube ads management,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/,SVC-HUB,/,social media marketing services,Services menu,B (category),
/social-media-marketing-services/social-media-management/,SVC-CHILD,/social-media-marketing-services/,social media management,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/facebook-marketing-services/,SVC-CHILD,/social-media-marketing-services/,Facebook marketing services,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/instagram-marketing-services/,SVC-CHILD,/social-media-marketing-services/,Instagram marketing services,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/linkedin-marketing-services/,SVC-CHILD,/social-media-marketing-services/,LinkedIn marketing services,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/social-media-content-creation/,SVC-CHILD,/social-media-marketing-services/,social media content creation,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/social-media-advertising/,SVC-CHILD,/social-media-marketing-services/,social media advertising,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/community-management-services/,SVC-CHILD,/social-media-marketing-services/,community management services,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/social-media-audit/,SVC-CHILD,/social-media-marketing-services/,social media audit,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/influencer-outreach-services/,SVC-CHILD,/social-media-marketing-services/,influencer outreach services,Services menu > hub grid,B row,Request for Proposal
/social-media-marketing-services/social-media-strategy/,SVC-CHILD,/social-media-marketing-services/,social media strategy,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/,SVC-HUB,/,SEO web design services,Services menu,B (category),
/seo-web-design-services/seo-friendly-website-design/,SVC-CHILD,/seo-web-design-services/,SEO friendly website design,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/wordpress-website-development/,SVC-CHILD,/seo-web-design-services/,WordPress website development,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/landing-page-design/,SVC-CHILD,/seo-web-design-services/,landing page design,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/website-redesign-seo/,SVC-CHILD,/seo-web-design-services/,website redesign SEO,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/small-business-website-design/,SVC-CHILD,/seo-web-design-services/,small business website design,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/mobile-first-web-design/,SVC-CHILD,/seo-web-design-services/,mobile first web design,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/website-maintenance-services/,SVC-CHILD,/seo-web-design-services/,website maintenance services,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/ada-compliant-web-design/,SVC-CHILD,/seo-web-design-services/,ADA compliant web design,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/website-hosting-setup/,SVC-CHILD,/seo-web-design-services/,website hosting setup,Services menu > hub grid,B row,Request for Proposal
/seo-web-design-services/conversion-focused-web-design/,SVC-CHILD,/seo-web-design-services/,conversion focused web design,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/,SVC-HUB,/,SEO consulting services,Services menu,B (category),
/seo-consulting-services/seo-strategy-consulting/,SVC-CHILD,/seo-consulting-services/,SEO strategy consulting,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/enterprise-seo-consulting/,SVC-CHILD,/seo-consulting-services/,enterprise SEO consulting,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/in-house-team-training/,SVC-CHILD,/seo-consulting-services/,in-house team training,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/seo-project-management/,SVC-CHILD,/seo-consulting-services/,SEO project management,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/algorithm-update-recovery/,SVC-CHILD,/seo-consulting-services/,algorithm update recovery,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/penalty-recovery-consulting/,SVC-CHILD,/seo-consulting-services/,penalty recovery consulting,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/analytics-and-reporting-setup/,SVC-CHILD,/seo-consulting-services/,analytics and reporting setup,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/keyword-strategy-consulting/,SVC-CHILD,/seo-consulting-services/,keyword strategy consulting,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/competitor-analysis-consulting/,SVC-CHILD,/seo-consulting-services/,competitor analysis consulting,Services menu > hub grid,B row,Request for Proposal
/seo-consulting-services/seo-roadmap-development/,SVC-CHILD,/seo-consulting-services/,SEO roadmap development,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/,SVC-HUB,/,small business SEO services,Services menu,B (category),
/small-business-seo-services/contractor-seo-services/,SVC-CHILD,/small-business-seo-services/,contractor SEO services,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/law-firm-seo-services/,SVC-CHILD,/small-business-seo-services/,law firm SEO services,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/medical-practice-seo/,SVC-CHILD,/small-business-seo-services/,medical practice SEO,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/dental-seo-services/,SVC-CHILD,/small-business-seo-services/,dental SEO services,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/restaurant-seo-services/,SVC-CHILD,/small-business-seo-services/,restaurant SEO services,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/real-estate-seo-services/,SVC-CHILD,/small-business-seo-services/,real estate SEO services,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/home-services-seo/,SVC-CHILD,/small-business-seo-services/,home services SEO,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/auto-repair-shop-seo/,SVC-CHILD,/small-business-seo-services/,auto repair shop SEO,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/retail-store-seo/,SVC-CHILD,/small-business-seo-services/,retail store SEO,Services menu > hub grid,B row,Request for Proposal
/small-business-seo-services/franchise-seo-services/,SVC-CHILD,/small-business-seo-services/,franchise SEO services,Services menu > hub grid,B row,Request for Proposal
