url,type_id,parent_url,target_keyword,menu_location,source_intake_field,booking_type
/crypto-security-audits/access-control-reviews/,SVC-CHILD,/crypto-security-audits/,access control reviews,Services menu > hub grid,B row,Request for Proposal
/crypto-security-audits/security-remediation-support/,SVC-CHILD,/crypto-security-audits/,security remediation support,Services menu > hub grid,B row,Request for Proposal
/crypto-security-audits/ongoing-security-monitoring/,SVC-CHILD,/crypto-security-audits/,ongoing security monitoring,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/,SVC-HUB,/,digital asset consulting,Services menu,B (category),
/digital-asset-consulting/crypto-portfolio-strategy-consulting/,SVC-CHILD,/digital-asset-consulting/,crypto portfolio strategy consulting,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/market-volatility-navigation/,SVC-CHILD,/digital-asset-consulting/,market volatility navigation,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/digital-asset-onboarding/,SVC-CHILD,/digital-asset-consulting/,digital asset onboarding,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/custody-options-overview/,SVC-CHILD,/digital-asset-consulting/,custody options overview,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/treasury-crypto-policy-basics/,SVC-CHILD,/digital-asset-consulting/,treasury crypto policy basics,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/risk-minimization-playbooks/,SVC-CHILD,/digital-asset-consulting/,risk minimization playbooks,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/exchange-and-venue-selection/,SVC-CHILD,/digital-asset-consulting/,exchange & venue selection,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/reporting-and-recordkeeping-basics/,SVC-CHILD,/digital-asset-consulting/,reporting & recordkeeping basics,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/education-for-new-investors/,SVC-CHILD,/digital-asset-consulting/,education for new investors,Services menu > hub grid,B row,Request for Proposal
/digital-asset-consulting/ongoing-advisory-retainers/,SVC-CHILD,/digital-asset-consulting/,ongoing advisory retainers,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/,SVC-HUB,/,blockchain implementation,Services menu,B (category),
/blockchain-implementation/blockchain-use-case-assessment/,SVC-CHILD,/blockchain-implementation/,blockchain use-case assessment,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/supply-chain-tracking-implementations/,SVC-CHILD,/blockchain-implementation/,supply chain tracking implementations,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/enterprise-blockchain-pilots/,SVC-CHILD,/blockchain-implementation/,enterprise blockchain pilots,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/integration-with-existing-systems/,SVC-CHILD,/blockchain-implementation/,integration with existing systems,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/permissioned-vs-public-chain-choice/,SVC-CHILD,/blockchain-implementation/,permissioned vs public chain choice,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/data-model-and-oracle-design/,SVC-CHILD,/blockchain-implementation/,data model & oracle design,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/stakeholder-training-for-rollouts/,SVC-CHILD,/blockchain-implementation/,stakeholder training for rollouts,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/governance-and-upgrade-planning/,SVC-CHILD,/blockchain-implementation/,governance & upgrade planning,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/implementation-project-management/,SVC-CHILD,/blockchain-implementation/,implementation project management,Services menu > hub grid,B row,Request for Proposal
/blockchain-implementation/post-launch-optimization/,SVC-CHILD,/blockchain-implementation/,post-launch optimization,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/,SVC-HUB,/,crypto security operations,Services menu,B (category),
/crypto-security-operations/secure-ops-runbooks/,SVC-CHILD,/crypto-security-operations/,secure ops runbooks,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/multi-sig-operations/,SVC-CHILD,/crypto-security-operations/,multi-sig operations,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/secrets-management-for-crypto-stacks/,SVC-CHILD,/crypto-security-operations/,secrets management for crypto stacks,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/employee-access-lifecycle/,SVC-CHILD,/crypto-security-operations/,employee access lifecycle,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/phishing-and-social-engineering-defense/,SVC-CHILD,/crypto-security-operations/,phishing & social engineering defense,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/cold-storage-procedures/,SVC-CHILD,/crypto-security-operations/,cold storage procedures,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/hot-wallet-limits/,SVC-CHILD,/crypto-security-operations/,hot wallet limits,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/vendor-risk-for-crypto-tools/,SVC-CHILD,/crypto-security-operations/,vendor risk for crypto tools,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/security-awareness-for-crypto-teams/,SVC-CHILD,/crypto-security-operations/,security awareness for crypto teams,Services menu > hub grid,B row,Request for Proposal
/crypto-security-operations/compliance-minded-security-controls/,SVC-CHILD,/crypto-security-operations/,compliance-minded security controls,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/,SVC-HUB,/,fintech consulting engagements,Services menu,B (category),
/fintech-consulting-engagements/discovery-and-scoping-workshops/,SVC-CHILD,/fintech-consulting-engagements/,discovery & scoping workshops,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/fixed-scope-delivery-projects/,SVC-CHILD,/fintech-consulting-engagements/,fixed-scope delivery projects,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/retainer-advisory-support/,SVC-CHILD,/fintech-consulting-engagements/,retainer advisory support,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/technical-due-diligence/,SVC-CHILD,/fintech-consulting-engagements/,technical due diligence,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/architecture-reviews/,SVC-CHILD,/fintech-consulting-engagements/,architecture reviews,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/team-augmentation-for-crypto-builds/,SVC-CHILD,/fintech-consulting-engagements/,team augmentation for crypto builds,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/vendor-selection-support/,SVC-CHILD,/fintech-consulting-engagements/,vendor selection support,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/executive-briefings/,SVC-CHILD,/fintech-consulting-engagements/,executive briefings,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/roadmap-and-prioritization/,SVC-CHILD,/fintech-consulting-engagements/,roadmap & prioritization,Services menu > hub grid,B row,Request for Proposal
/fintech-consulting-engagements/handoff-and-knowledge-transfer/,SVC-CHILD,/fintech-consulting-engagements/,handoff & knowledge transfer,Services menu > hub grid,B row,Request for Proposal
