url,type_id,parent_url,target_keyword,menu_location,source_intake_field,booking_type
/suv-truck-van-rental/pickup-truck-rental/,SVC-CHILD,/suv-truck-van-rental/,pickup truck rental,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/cargo-van-rental/,SVC-CHILD,/suv-truck-van-rental/,cargo van rental,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/passenger-van-rental/,SVC-CHILD,/suv-truck-van-rental/,passenger van rental,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/moving-truck-alternatives/,SVC-CHILD,/suv-truck-van-rental/,moving truck alternatives,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/ski-trip-suv-rental/,SVC-CHILD,/suv-truck-van-rental/,ski trip suv rental,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/furniture-pickup-truck-rental/,SVC-CHILD,/suv-truck-van-rental/,furniture pickup truck rental,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/contractor-day-truck-rental/,SVC-CHILD,/suv-truck-van-rental/,contractor day truck rental,Services menu > hub grid,B row,Request for Proposal
/suv-truck-van-rental/family-road-trip-suv/,SVC-CHILD,/suv-truck-van-rental/,family road trip suv,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/,SVC-HUB,/,luxury & specialty rentals,Services menu,B (category),
/luxury-specialty-rentals/luxury-car-rental-near-me/,SVC-CHILD,/luxury-specialty-rentals/,luxury car rental near me,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/convertible-rental/,SVC-CHILD,/luxury-specialty-rentals/,convertible rental,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/sports-car-rental/,SVC-CHILD,/luxury-specialty-rentals/,sports car rental,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/wedding-car-rental/,SVC-CHILD,/luxury-specialty-rentals/,wedding car rental,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/executive-sedan-rental/,SVC-CHILD,/luxury-specialty-rentals/,executive sedan rental,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/exotic-car-rental-inquiry/,SVC-CHILD,/luxury-specialty-rentals/,exotic car rental inquiry,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/black-car-style-rentals/,SVC-CHILD,/luxury-specialty-rentals/,black-car style rentals,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/anniversary-weekend-luxury/,SVC-CHILD,/luxury-specialty-rentals/,anniversary weekend luxury,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/chauffeur-optional-add-on/,SVC-CHILD,/luxury-specialty-rentals/,chauffeur optional add-on,Services menu > hub grid,B row,Request for Proposal
/luxury-specialty-rentals/photo-shoot-vehicle-rental/,SVC-CHILD,/luxury-specialty-rentals/,photo shoot vehicle rental,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/,SVC-HUB,/,business & fleet rentals,Services menu,B (category),
/business-fleet-rentals/corporate-car-rental-accounts/,SVC-CHILD,/business-fleet-rentals/,corporate car rental accounts,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/employee-travel-car-rental/,SVC-CHILD,/business-fleet-rentals/,employee travel car rental,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/fleet-surge-capacity/,SVC-CHILD,/business-fleet-rentals/,fleet surge capacity,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/client-visit-car-rental/,SVC-CHILD,/business-fleet-rentals/,client visit car rental,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/tradeshow-event-rentals/,SVC-CHILD,/business-fleet-rentals/,tradeshow & event rentals,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/insurance-replacement-rentals/,SVC-CHILD,/business-fleet-rentals/,insurance replacement rentals,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/nonprofit-group-rentals/,SVC-CHILD,/business-fleet-rentals/,nonprofit group rentals,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/contractor-crew-rentals/,SVC-CHILD,/business-fleet-rentals/,contractor crew rentals,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/monthly-business-lease-alts/,SVC-CHILD,/business-fleet-rentals/,monthly business rental alternatives,Services menu > hub grid,B row,Request for Proposal
/business-fleet-rentals/expense-ready-invoicing/,SVC-CHILD,/business-fleet-rentals/,expense-ready invoicing,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/,SVC-HUB,/,booking & protection services,Services menu,B (category),
/booking-protection-services/online-car-rental-booking/,SVC-CHILD,/booking-protection-services/,online car rental booking,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/instant-quote-car-rental/,SVC-CHILD,/booking-protection-services/,instant quote car rental,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/damage-waiver-options/,SVC-CHILD,/booking-protection-services/,damage waiver options,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/additional-driver-add-on/,SVC-CHILD,/booking-protection-services/,additional driver add-on,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/child-seat-add-on/,SVC-CHILD,/booking-protection-services/,child seat add-on,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/gps-navigation-add-on/,SVC-CHILD,/booking-protection-services/,gps navigation add-on,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/roadside-assistance-add-on/,SVC-CHILD,/booking-protection-services/,roadside assistance add-on,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/prepaid-fuel-options/,SVC-CHILD,/booking-protection-services/,prepaid fuel options,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/cancellation-and-change-help/,SVC-CHILD,/booking-protection-services/,cancellation & change help,Services menu > hub grid,B row,Request for Proposal
/booking-protection-services/rental-agreement-explained/,SVC-CHILD,/booking-protection-services/,rental agreement explained,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/,SVC-HUB,/,local seo & ppc growth,Services menu,B (category),
/local-seo-ppc-growth/car-rental-near-me-seo/,SVC-CHILD,/local-seo-ppc-growth/,car rental near me seo,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/google-business-profile-rentals/,SVC-CHILD,/local-seo-ppc-growth/,google business profile for rentals,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/airport-keyword-campaigns/,SVC-CHILD,/local-seo-ppc-growth/,airport keyword campaigns,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/ppc-to-seo-rental-flywheel/,SVC-CHILD,/local-seo-ppc-growth/,ppc-to-seo rental flywheel,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/retargeting-for-rental-shoppers/,SVC-CHILD,/local-seo-ppc-growth/,retargeting for rental shoppers,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/local-landing-pages-rentals/,SVC-CHILD,/local-seo-ppc-growth/,local landing pages for rentals,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/review-generation-for-lots/,SVC-CHILD,/local-seo-ppc-growth/,review generation for lots,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/competitor-rental-gap-analysis/,SVC-CHILD,/local-seo-ppc-growth/,competitor rental gap analysis,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/seasonal-demand-campaigns/,SVC-CHILD,/local-seo-ppc-growth/,seasonal demand campaigns,Services menu > hub grid,B row,Request for Proposal
/local-seo-ppc-growth/booking-conversion-optimization/,SVC-CHILD,/local-seo-ppc-growth/,booking conversion optimization,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/,SVC-HUB,/,operator & territory licensing,Services menu,B (category),
/operator-territory-licensing/become-a-rental-operator/,SVC-CHILD,/operator-territory-licensing/,become a rental operator,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/protected-rental-territory/,SVC-CHILD,/operator-territory-licensing/,protected rental territory,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/tiered-territory-pricing/,SVC-CHILD,/operator-territory-licensing/,tiered territory pricing,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/operator-profile-pages/,SVC-CHILD,/operator-territory-licensing/,operator profile pages,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/fleet-onboarding-checklist/,SVC-CHILD,/operator-territory-licensing/,fleet onboarding checklist,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/stripe-connect-payouts/,SVC-CHILD,/operator-territory-licensing/,stripe connect payouts,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/operator-self-serve-dashboard/,SVC-CHILD,/operator-territory-licensing/,operator self-serve dashboard,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/cross-referral-ai-consultants/,SVC-CHILD,/operator-territory-licensing/,cross-referral with ai consultants,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/founding-operator-cohort/,SVC-CHILD,/operator-territory-licensing/,founding operator cohort,Services menu > hub grid,B row,Request for Proposal
/operator-territory-licensing/multi-lot-expansion-playbook/,SVC-CHILD,/operator-territory-licensing/,multi-lot expansion playbook,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/,SVC-HUB,/,rental automation stack,Services menu,B (category),
/rental-automation-stack/booking-to-crm-automation/,SVC-CHILD,/rental-automation-stack/,booking-to-crm automation,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/rental-sms-lifecycle/,SVC-CHILD,/rental-automation-stack/,rental sms lifecycle,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/review-request-after-return/,SVC-CHILD,/rental-automation-stack/,review request after return,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/no-show-reduction-workflows/,SVC-CHILD,/rental-automation-stack/,no-show reduction workflows,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/dynamic-pricing-hooks/,SVC-CHILD,/rental-automation-stack/,dynamic pricing hooks,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/fleet-availability-sync/,SVC-CHILD,/rental-automation-stack/,fleet availability sync,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/lead-routing-by-territory/,SVC-CHILD,/rental-automation-stack/,lead routing by territory,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/payout-trigger-automations/,SVC-CHILD,/rental-automation-stack/,payout trigger automations,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/retargeting-audience-sync/,SVC-CHILD,/rental-automation-stack/,retargeting audience sync,Services menu > hub grid,B row,Request for Proposal
/rental-automation-stack/demand-forecast-alerts/,SVC-CHILD,/rental-automation-stack/,demand forecast alerts,Services menu > hub grid,B row,Request for Proposal
