url,type_id,parent_url,target_keyword,menu_location,source_questionnaire_field,booking_type
/api-and-systems-integration/,SVC-HUB,/,api & systems integration 1dev,Services menu,B (category),
/api-and-systems-integration/rest-api-development/,SVC-CHILD,/api-and-systems-integration/,rest api development 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/third-party-api-integrations/,SVC-CHILD,/api-and-systems-integration/,third-party api integrations 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/payment-processor-integrations/,SVC-CHILD,/api-and-systems-integration/,payment processor integrations 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/crm-and-erp-integrations/,SVC-CHILD,/api-and-systems-integration/,crm & erp integrations 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/webhook-and-event-pipelines/,SVC-CHILD,/api-and-systems-integration/,webhook & event pipelines 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/sso-and-identity-integrations/,SVC-CHILD,/api-and-systems-integration/,sso & identity integrations 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/data-warehouse-connectors/,SVC-CHILD,/api-and-systems-integration/,data warehouse connectors 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/file-and-storage-integrations/,SVC-CHILD,/api-and-systems-integration/,file & storage integrations 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/legacy-system-adapters/,SVC-CHILD,/api-and-systems-integration/,legacy system adapters 1dev,Services menu > hub grid,B row,Request for Proposal
/api-and-systems-integration/api-documentation-and-sdks/,SVC-CHILD,/api-and-systems-integration/,api documentation & sdks 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/,SVC-HUB,/,code review & rescue 1dev,Services menu,B (category),
/code-review-and-rescue/independent-code-review/,SVC-CHILD,/code-review-and-rescue/,independent code review 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/security-minded-code-review/,SVC-CHILD,/code-review-and-rescue/,security-minded code review 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/performance-bottleneck-review/,SVC-CHILD,/code-review-and-rescue/,performance bottleneck review 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/abandoned-project-rescue/,SVC-CHILD,/code-review-and-rescue/,abandoned project rescue 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/technical-debt-assessment/,SVC-CHILD,/code-review-and-rescue/,technical debt assessment 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/hotfix-and-production-firefighting/,SVC-CHILD,/code-review-and-rescue/,hotfix & production firefighting 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/architecture-recovery-reviews/,SVC-CHILD,/code-review-and-rescue/,architecture recovery reviews 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/dependency-and-upgrade-rescue/,SVC-CHILD,/code-review-and-rescue/,dependency & upgrade rescue 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/test-coverage-rescue/,SVC-CHILD,/code-review-and-rescue/,test coverage rescue 1dev,Services menu > hub grid,B row,Request for Proposal
/code-review-and-rescue/handoff-documentation-rescue/,SVC-CHILD,/code-review-and-rescue/,handoff documentation rescue 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/,SVC-HUB,/,mvp & startup builds 1dev,Services menu,B (category),
/mvp-and-startup-builds/startup-mvp-development/,SVC-CHILD,/mvp-and-startup-builds/,startup mvp development 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/prototype-to-production/,SVC-CHILD,/mvp-and-startup-builds/,clickable prototype to production 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/founder-led-product-scoping/,SVC-CHILD,/mvp-and-startup-builds/,founder-led product scoping 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/first-customer-feature-builds/,SVC-CHILD,/mvp-and-startup-builds/,first-customer feature builds 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/landing-page-plus-app-mvp/,SVC-CHILD,/mvp-and-startup-builds/,landing page plus app mvp 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/stripe-ready-mvp-billing/,SVC-CHILD,/mvp-and-startup-builds/,stripe-ready mvp billing 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/auth-and-onboarding-for-mvps/,SVC-CHILD,/mvp-and-startup-builds/,auth & onboarding for mvps 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/analytics-ready-mvp-instrumentation/,SVC-CHILD,/mvp-and-startup-builds/,analytics-ready mvp instrumentation 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/pivot-friendly-mvp-architecture/,SVC-CHILD,/mvp-and-startup-builds/,pivot-friendly mvp architecture 1dev,Services menu > hub grid,B row,Request for Proposal
/mvp-and-startup-builds/post-mvp-hardening/,SVC-CHILD,/mvp-and-startup-builds/,post-mvp hardening 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/,SVC-HUB,/,maintenance & support 1dev,Services menu,B (category),
/maintenance-and-support/ongoing-application-maintenance/,SVC-CHILD,/maintenance-and-support/,ongoing application maintenance 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/bug-fix-retainers/,SVC-CHILD,/maintenance-and-support/,bug-fix retainers 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/dependency-and-security-updates/,SVC-CHILD,/maintenance-and-support/,dependency & security updates 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/hosting-and-deploy-support/,SVC-CHILD,/maintenance-and-support/,hosting & deploy support 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/performance-monitoring-support/,SVC-CHILD,/maintenance-and-support/,performance monitoring support 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/feature-increment-retainers/,SVC-CHILD,/maintenance-and-support/,feature increment retainers 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/incident-support-windows/,SVC-CHILD,/maintenance-and-support/,incident support windows 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/database-maintenance-support/,SVC-CHILD,/maintenance-and-support/,database maintenance support 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/documentation-upkeep/,SVC-CHILD,/maintenance-and-support/,documentation upkeep 1dev,Services menu > hub grid,B row,Request for Proposal
/maintenance-and-support/vendor-handoff-maintenance/,SVC-CHILD,/maintenance-and-support/,vendor handoff maintenance 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/,SVC-HUB,/,ai pair programming & training 1dev,Services menu,B (category),
/ai-pair-programming-and-training/ai-pair-programming-sessions/,SVC-CHILD,/ai-pair-programming-and-training/,ai pair programming sessions 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/cursor-and-copilot-workflow-training/,SVC-CHILD,/ai-pair-programming-and-training/,cursor & copilot workflow training 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/team-ai-coding-playbooks/,SVC-CHILD,/ai-pair-programming-and-training/,team ai coding playbooks 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/prompt-engineering-for-developers/,SVC-CHILD,/ai-pair-programming-and-training/,prompt engineering for developers 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/codebase-onboarding-with-ai/,SVC-CHILD,/ai-pair-programming-and-training/,codebase onboarding with ai 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/ai-assisted-test-writing-training/,SVC-CHILD,/ai-pair-programming-and-training/,ai-assisted test writing training 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/ai-code-review-coaching/,SVC-CHILD,/ai-pair-programming-and-training/,ai code review coaching 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/staff-augmented-ai-coding-sprints/,SVC-CHILD,/ai-pair-programming-and-training/,staff-augmented ai coding sprints 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/engineering-manager-ai-briefings/,SVC-CHILD,/ai-pair-programming-and-training/,engineering manager ai briefings 1dev,Services menu > hub grid,B row,Request for Proposal
/ai-pair-programming-and-training/safe-ai-coding-policy-workshops/,SVC-CHILD,/ai-pair-programming-and-training/,safe ai coding policy workshops 1dev,Services menu > hub grid,B row,Request for Proposal
