url,type_id,parent_url,target_keyword,menu_location,source_intake_field,booking_type
/beach-amenities-lifestyle/steps-to-the-sand/,SVC-CHILD,/beach-amenities-lifestyle.html,steps to the sand,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/sunrise-work-sessions/,SVC-CHILD,/beach-amenities-lifestyle.html,sunrise work sessions,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/outdoor-patio-work-zones/,SVC-CHILD,/beach-amenities-lifestyle.html,outdoor patio work zones,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/cafe-break-areas/,SVC-CHILD,/beach-amenities-lifestyle.html,cafe break areas,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/bike-storage-access/,SVC-CHILD,/beach-amenities-lifestyle.html,bike storage access,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/showers-after-beach/,SVC-CHILD,/beach-amenities-lifestyle.html,showers after beach,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/wellness-break-spaces/,SVC-CHILD,/beach-amenities-lifestyle.html,wellness break spaces,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/south-beach-location-perks/,SVC-CHILD,/beach-amenities-lifestyle.html,south beach location perks,Services menu > hub grid,B row,Book a Tour / Request a Stay
/beach-amenities-lifestyle/scenic-focus-environment/,SVC-CHILD,/beach-amenities-lifestyle.html,scenic focus environment,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences.html,SVC-HUB,/,luxury condo residences,Services menu,B (category),
/luxury-condo-residences/luxury-condo-listings-support/,SVC-CHILD,/luxury-condo-residences.html,luxury condo listings support,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/oceanfront-condo-living/,SVC-CHILD,/luxury-condo-residences.html,oceanfront condo living,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/designer-interior-condos/,SVC-CHILD,/luxury-condo-residences.html,designer interior condos,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/condo-concierge-services/,SVC-CHILD,/luxury-condo-residences.html,condo concierge services,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/resident-amenity-access/,SVC-CHILD,/luxury-condo-residences.html,resident amenity access,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/long-stay-condo-options/,SVC-CHILD,/luxury-condo-residences.html,long-stay condo options,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/furnished-luxury-condos/,SVC-CHILD,/luxury-condo-residences.html,furnished luxury condos,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/condo-owner-partnerships/,SVC-CHILD,/luxury-condo-residences.html,condo owner partnerships,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/move-in-ready-residences/,SVC-CHILD,/luxury-condo-residences.html,move-in ready residences,Services menu > hub grid,B row,Book a Tour / Request a Stay
/luxury-condo-residences/premium-building-access/,SVC-CHILD,/luxury-condo-residences.html,premium building access,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals.html,SVC-HUB,/,short-term rentals,Services menu,B (category),
/short-term-rentals/short-term-vacation-rentals/,SVC-CHILD,/short-term-rentals.html,short-term vacation rentals,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/weekly-beach-stays/,SVC-CHILD,/short-term-rentals.html,weekly beach stays,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/monthly-furnished-rentals/,SVC-CHILD,/short-term-rentals.html,monthly furnished rentals,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/business-travel-stays/,SVC-CHILD,/short-term-rentals.html,business travel stays,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/extended-stay-suites/,SVC-CHILD,/short-term-rentals.html,extended stay suites,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/weekend-getaway-rentals/,SVC-CHILD,/short-term-rentals.html,weekend getaway rentals,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/fully-stocked-rentals/,SVC-CHILD,/short-term-rentals.html,fully stocked rentals,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/self-check-in-stays/,SVC-CHILD,/short-term-rentals.html,self check-in stays,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/group-travel-rentals/,SVC-CHILD,/short-term-rentals.html,group travel rentals,Services menu > hub grid,B row,Book a Tour / Request a Stay
/short-term-rentals/workcation-package-stays/,SVC-CHILD,/short-term-rentals.html,workcation package stays,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages.html,SVC-HUB,/,workcation packages,Services menu,B (category),
/workcation-packages/work-plus-stay-bundles/,SVC-CHILD,/workcation-packages.html,work plus stay bundles,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/condo-plus-coworking-packages/,SVC-CHILD,/workcation-packages.html,condo plus coworking packages,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/weekly-workcation-plans/,SVC-CHILD,/workcation-packages.html,weekly workcation plans,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/monthly-remote-work-packages/,SVC-CHILD,/workcation-packages.html,monthly remote-work packages,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/team-offsite-packages/,SVC-CHILD,/workcation-packages.html,team offsite packages,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/advisor-retreat-packages/,SVC-CHILD,/workcation-packages.html,advisor retreat packages,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/digital-nomad-memberships/,SVC-CHILD,/workcation-packages.html,digital nomad memberships,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/fly-in-work-weeks/,SVC-CHILD,/workcation-packages.html,fly-in work weeks,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/stay-and-meet-packages/,SVC-CHILD,/workcation-packages.html,stay and meet packages,Services menu > hub grid,B row,Book a Tour / Request a Stay
/workcation-packages/scenic-productivity-packages/,SVC-CHILD,/workcation-packages.html,scenic productivity packages,Services menu > hub grid,B row,Book a Tour / Request a Stay
